customer_id,gender,birth_year
310237,male,1992.0
310473,,
310800,female,1962.0
310855,female,1970.0
310902,male,1979.0
310977,female,1986.0
310997,male,1973.0
311054,male,1986.0
311056,female,1963.0
311180,female,1964.0
311204,male,1959.0
311216,male,1978.0
311584,female,1970.0
311605,male,1940.0
311686,female,1955.0
311768,male,1989.0
311770,female,1990.0
311834,male,1976.0
311905,female,1985.0
311990,female,1990.0
312062,female,1963.0
312063,female,1993.0
312225,male,1979.0
312323,male,1984.0
312867,male,1980.0
312872,male,1988.0
313047,male,1974.0
313409,male,1974.0
313426,,
313616,female,1992.0
313801,male,1973.0
313810,male,1982.0
313821,male,1971.0
314159,female,1961.0
314362,female,1959.0
314513,male,1962.0
314521,female,1970.0
314867,male,1976.0
315046,male,1979.0
315104,male,1942.0
315105,female,1970.0
315170,male,1967.0
315313,female,1961.0
315456,female,1968.0
315684,male,1979.0
315761,female,1948.0
315777,female,1962.0
315799,female,1958.0
315991,male,1974.0
316275,male,1969.0
316412,female,1989.0
316512,female,1964.0
316543,male,1972.0
316946,female,1985.0
317070,male,1943.0
317646,male,1965.0
317706,female,1982.0
317718,male,1983.0
317800,male,1962.0
317814,female,1991.0
318006,female,1980.0
318049,male,1979.0
318225,male,1947.0
318268,male,1959.0
318372,male,1963.0
318443,male,1965.0
318505,male,1972.0
318632,male,1952.0
318748,,
318801,male,1985.0
318811,female,1962.0
319118,male,1987.0
319224,male,1994.0
319363,female,1964.0
319370,female,1994.0
319596,male,1963.0
319849,male,1965.0
320129,male,1981.0
320166,male,1959.0
320306,male,1965.0
320326,female,1994.0
320395,,
320722,female,1975.0
320745,male,1953.0
320798,male,1970.0
321018,female,1979.0
321265,male,1984.0
321350,male,1990.0
321393,male,1954.0
321422,female,1963.0
321503,male,1987.0
321720,female,1965.0
321890,male,1992.0
321955,female,1973.0
321975,male,1980.0
321996,male,1981.0
322102,male,1939.0
322139,female,1970.0
322324,male,1968.0
322454,female,1975.0
322636,female,1989.0
322723,female,1987.0
322821,female,1977.0
322933,male,1970.0
323085,female,1978.0
323238,female,1956.0
323264,male,1976.0
323273,male,1970.0
323445,male,1947.0
323450,female,1993.0
323870,female,1968.0
324219,female,1963.0
324247,female,1973.0
324373,female,1973.0
324471,male,1975.0
324559,female,1976.0
324680,male,1960.0
324699,female,1949.0
324761,female,1984.0
324835,male,1992.0
324841,female,1971.0
325218,male,1964.0
325221,male,1978.0
325521,female,1962.0
325718,male,1978.0
325772,female,
325856,male,1963.0
325922,female,1989.0
326295,female,1980.0
326619,male,1990.0
326736,female,1965.0
326842,female,1972.0
326874,male,1983.0
327101,male,1964.0
327662,male,1958.0
327793,male,1983.0
327823,male,1962.0
327860,female,1951.0
327941,male,1974.0
328179,male,1953.0
328529,male,1980.0
328548,female,1969.0
328736,male,1965.0
328905,male,1987.0
329338,female,1979.0
329363,male,1950.0
329437,male,1974.0
329467,female,1983.0
329558,female,1974.0
329631,male,1960.0
329638,female,1970.0
329897,female,1971.0
330026,male,1983.0
330098,male,1977.0
330107,male,1984.0
330126,male,1985.0
330349,male,1980.0
330543,male,1948.0
330557,male,1977.0
330836,male,1964.0
330865,male,1977.0
330933,female,1986.0
330938,male,1962.0
331004,male,1979.0
331041,male,1989.0
331195,male,1962.0
331342,male,1971.0
331614,female,1983.0
331707,male,1990.0
331788,male,1980.0
331905,male,1974.0
332072,female,1980.0
332209,male,1945.0
332281,male,1962.0
332516,male,1947.0
332565,female,1982.0
332886,female,1965.0
333129,male,1982.0
333700,male,1955.0
333892,male,1968.0
333994,male,1974.0
334125,female,1952.0
334427,female,1965.0
334450,female,1947.0
334471,female,1980.0
334529,female,1994.0
334738,male,1979.0
334800,male,1973.0
334841,female,1965.0
334987,male,1965.0
335126,male,1987.0
335395,male,1986.0
335636,female,1950.0
335851,male,1990.0
335946,female,1988.0
336087,male,1981.0
336199,female,1986.0
